Evaluation Data,,,,
Evaluation Index,Label 1,Label 2,Label 3,Response 1
4268,4,4,11,1582.99707
4412,4,4,11,1582.99707
4700,5,4,11,1582.998413
5186,5,4,11,1582.998413
5276,5,4,11,1582.998413
5564,5,4,11,1582.998413
5762,6,4,11,1582.999878
5996,6,4,11,1582.999878
6140,6,4,11,1582.999878
6428,6,4,11,1582.999878
6572,6,4,11,1582.999878
6860,7,4,11,1583.001587
6914,7,4,11,1583.001587
7004,7,4,11,1583.001587
7292,7,4,11,1583.001587
7490,7,4,11,1583.001587
7724,7,4,11,1583.001587
7868,7,4,11,1583.001587
8156,8,4,11,1583.00354
8300,8,4,11,1583.00354
8642,8,4,11,1583.00354
9020,8,4,11,1583.00354
9164,9,4,11,1583.005737
9452,9,4,11,1583.005737
9596,9,4,11,1583.005737
9884,9,4,11,1583.005737
10028,9,4,11,1583.005737
10370,10,4,11,1583.008423
10460,10,4,11,1583.008423
10748,10,4,11,1583.008423
10946,10,4,11,1583.008423
11180,10,4,11,1583.008423
11612,11,4,11,1583.011597
11756,11,4,11,1583.011597
12098,11,4,11,1583.011597
12188,11,4,11,1583.011597
12476,12,4,11,1583.015625
12674,12,4,11,1583.015625
12908,12,4,11,1583.015625
13052,12,4,11,1583.015625
13340,12,4,11,1583.015625
13484,12,4,11,1583.015625
13772,13,4,11,1583.020996
13826,13,4,11,1583.020996
13916,13,4,11,1583.020996
14204,13,4,11,1583.020996
14402,13,4,11,1583.020996
14636,13,4,11,1583.020996
14780,14,4,11,1583.026001
15068,14,4,11,1583.026001
15554,14,4,11,1583.026001
15644,14,4,11,1583.026001
15932,15,4,11,1583.033325
16076,15,4,11,1583.033325
16130,15,4,11,1583.033325
16364,15,4,11,1583.033325
16418,15,4,11,1583.033325
16796,15,4,11,1583.033325
16940,15,4,11,1583.033325
86,1,7,12,1589.041138
182,1,7,12,1589.041138
398,1,7,12,1589.041138
470,1,7,12,1589.041138
1046,1,7,12,1589.041138
1262,2,7,12,1589.042114
1382,2,7,12,1589.042114
1814,2,7,12,1589.042114
1910,2,7,12,1589.042114
2126,2,7,12,1589.042114
2414,3,7,12,1589.043091
2678,3,7,12,1589.043091
2774,3,7,12,1589.043091
2990,3,7,12,1589.043091
3638,4,7,12,1589.044189
3758,4,7,12,1589.044189
3854,4,7,12,1589.044189
4070,4,7,12,1589.044189
4406,4,7,12,1589.044189
4502,4,7,12,1589.044189
4622,5,7,12,1589.04541
4718,5,7,12,1589.04541
5006,5,7,12,1589.04541
5270,5,7,12,1589.04541
5366,5,7,12,1589.04541
5582,5,7,12,1589.04541
6230,6,7,12,1589.046753
6350,6,7,12,1589.046753
6446,6,7,12,1589.046753
6998,7,7,12,1589.04834
7094,7,7,12,1589.04834
7214,7,7,12,1589.04834
7310,7,7,12,1589.04834
7526,7,7,12,1589.04834
7862,7,7,12,1589.04834
7958,8,7,12,1589.050171
8246,8,7,12,1589.050171
8822,8,7,12,1589.050171
8942,8,7,12,1589.050171
9038,8,7,12,1589.050171
9590,9,7,12,1589.052368
9686,9,7,12,1589.052368
9806,9,7,12,1589.052368
9902,9,7,12,1589.052368
10190,9,7,12,1589.052368
10454,10,7,12,1589.055054
10550,10,7,12,1589.055054
10766,10,7,12,1589.055054
10838,10,7,12,1589.055054
10982,10,7,12,1589.055054
11414,11,7,12,1589.05835
11534,11,7,12,1589.05835
11630,11,7,12,1589.05835
11750,11,7,12,1589.05835
12134,11,7,12,1589.05835
12182,11,7,12,1589.05835
12278,11,7,12,1589.05835
12398,11,7,12,1589.05835
12494,12,7,12,1589.0625
13046,12,7,12,1589.0625
13142,12,7,12,1589.0625
13358,12,7,12,1589.0625
14006,13,7,12,1589.068237
14126,13,7,12,1589.068237
14222,13,7,12,1589.068237
14774,14,7,12,1589.073486
14870,14,7,12,1589.073486
14990,14,7,12,1589.073486
15086,14,7,12,1589.073486
15638,14,7,12,1589.073486
15734,14,7,12,1589.073486
15950,15,7,12,1589.081543
16022,15,7,12,1589.081543
16598,15,7,12,1589.081543
16814,15,7,12,1589.081543
232,1,2,10,1594.088867
376,1,2,10,1594.088867
664,1,2,10,1594.088867
772,1,2,10,1594.088867
808,1,2,10,1594.088867
1096,1,2,10,1594.088867
1240,2,2,10,1594.089844
1528,2,2,10,1594.089844
1672,2,2,10,1594.089844
2104,2,2,10,1594.089844
2392,3,2,10,1594.091064
2536,3,2,10,1594.091064
2968,3,2,10,1594.091064
3076,3,2,10,1594.091064
3400,3,2,10,1594.091064
3688,4,2,10,1594.092285
3832,4,2,10,1594.092285
4120,4,2,10,1594.092285
4228,4,2,10,1594.092285
4264,4,2,10,1594.092285
4552,5,2,10,1594.093628
4696,5,2,10,1594.093628
4984,5,2,10,1594.093628
5416,5,2,10,1594.093628
5560,5,2,10,1594.093628
5992,6,2,10,1594.095093
6280,6,2,10,1594.095093
6424,6,2,10,1594.095093
6532,6,2,10,1594.095093
6712,6,2,10,1594.095093
6856,7,2,10,1594.096924
7288,7,2,10,1594.096924
7576,7,2,10,1594.096924
7684,7,2,10,1594.096924
7720,7,2,10,1594.096924
8008,8,2,10,1594.098877
8152,8,2,10,1594.098877
8260,8,2,10,1594.098877
8440,8,2,10,1594.098877
8584,8,2,10,1594.098877
8872,8,2,10,1594.098877
9016,8,2,10,1594.098877
9304,9,2,10,1594.101074
9448,9,2,10,1594.101074
9880,9,2,10,1594.101074
9988,9,2,10,1594.101074
10168,9,2,10,1594.101074
10312,10,2,10,1594.10376
10600,10,2,10,1594.10376
10744,10,2,10,1594.10376
11140,10,2,10,1594.10376
11176,10,2,10,1594.10376
11464,11,2,10,1594.106934
11608,11,2,10,1594.106934
11896,11,2,10,1594.106934
12328,11,2,10,1594.106934
12472,12,2,10,1594.110962
12760,12,2,10,1594.110962
12904,12,2,10,1594.110962
13192,12,2,10,1594.110962
13336,12,2,10,1594.110962
13444,12,2,10,1594.110962
13768,13,2,10,1594.116211
14056,13,2,10,1594.116211
14200,13,2,10,1594.116211
14488,13,2,10,1594.116211
14632,13,2,10,1594.116211
15064,14,2,10,1594.120972
15352,14,2,10,1594.120972
15496,14,2,10,1594.120972
15784,14,2,10,1594.120972
15928,15,2,10,1594.12793
16216,15,2,10,1594.12793
16360,15,2,10,1594.12793
16792,15,2,10,1594.12793
16900,15,2,10,1594.12793
5708,6,3,11,1595.093506
5780,6,3,11,1595.093506
5924,6,3,11,1595.093506
6356,6,3,11,1595.093506
6644,6,3,11,1595.093506
7076,7,3,11,1595.093506
7220,7,3,11,1595.093506
7436,7,3,11,1595.093506
7508,7,3,11,1595.093506
7652,7,3,11,1595.093506
8186,8,6,12,1595.093506
8282,8,6,12,1595.093506
8294,8,6,12,1595.093506
8390,8,6,12,1595.093506
8618,8,6,12,1595.093506
9146,9,6,12,1595.093506
9158,9,6,12,1595.093506
9254,9,6,12,1595.093506
9578,9,6,12,1595.093506
10010,9,6,12,1595.093506
10118,9,6,12,1595.093506
11561,11,9,13,1595.093506
11849,11,9,13,1595.093506
11921,11,9,13,1595.093506
12137,11,9,13,1595.093506
12209,11,9,13,1595.093506
12509,12,11,14,1595.093506
12653,12,11,14,1595.093506
12725,12,11,14,1595.093506
12941,12,11,14,1595.093506
13037,12,11,14,1595.093506
14795,14,13,15,1595.093506
15515,14,13,15,1595.093506
15659,14,13,15,1595.093506
15731,14,13,15,1595.093506
4628,5,3,11,1595.093872
4916,5,3,11,1595.093872
5060,5,3,11,1595.093872
5132,5,3,11,1595.093872
5348,5,3,11,1595.093872
10265,10,9,13,1595.093872
10409,10,9,13,1595.093872
10985,10,9,13,1595.093872
11057,10,9,13,1595.093872
11273,10,9,13,1595.093872
6890,7,6,12,1595.094238
6950,7,6,12,1595.094238
7274,7,6,12,1595.094238
7322,7,6,12,1595.094238
7418,7,6,12,1595.094238
7850,7,6,12,1595.094238
8084,8,3,11,1595.094238
8372,8,3,11,1595.094238
8516,8,3,11,1595.094238
8588,8,3,11,1595.094238
8804,8,3,11,1595.094238
8948,8,3,11,1595.094238
3404,4,3,11,1595.094482
3620,4,3,11,1595.094482
3764,4,3,11,1595.094482
3980,4,3,11,1595.094482
4052,4,3,11,1595.094482
4196,4,3,11,1595.094482
10778,10,6,12,1595.094604
10874,10,6,12,1595.094604
11162,10,6,12,1595.094604
2324,3,3,11,1595.095337
2468,3,3,11,1595.095337
2756,3,3,11,1595.095337
3188,3,3,11,1595.095337
5690,6,6,12,1595.095337
5702,6,6,12,1595.095337
5798,6,6,12,1595.095337
5978,6,6,12,1595.095337
6122,6,6,12,1595.095337
6554,6,6,12,1595.095337
6566,6,6,12,1595.095337
6662,6,6,12,1595.095337
9257,9,9,13,1595.095337
9329,9,9,13,1595.095337
9545,9,9,13,1595.095337
9617,9,9,13,1595.095337
9905,9,9,13,1595.095337
10193,9,9,13,1595.095337
11741,11,11,14,1595.095337
12077,11,11,14,1595.095337
13787,13,13,15,1595.095337
13931,13,13,15,1595.095337
14003,13,13,15,1595.095337
14219,13,13,15,1595.095337
14363,13,13,15,1595.095337
14579,13,13,15,1595.095337
14651,13,13,15,1595.095337
9236,9,3,11,1595.095947
9668,9,3,11,1595.095947
9812,9,3,11,1595.095947
10100,9,3,11,1595.095947
12497,12,9,13,1595.095947
12569,12,9,13,1595.095947
12785,12,9,13,1595.095947
13001,12,9,13,1595.095947
13073,12,9,13,1595.095947
13685,13,11,14,1595.095947
13805,13,11,14,1595.095947
14237,13,11,14,1595.095947
14453,13,11,14,1595.095947
14549,13,11,14,1595.095947
14669,13,11,14,1595.095947
1172,2,3,11,1595.096313
1460,2,3,11,1595.096313
1676,2,3,11,1595.096313
1892,2,3,11,1595.096313
2036,2,3,11,1595.096313
2252,2,3,11,1595.096313
4730,5,6,12,1595.09668
4826,5,6,12,1595.09668
4934,5,6,12,1595.09668
5594,5,6,12,1595.09668
164,1,3,11,1595.09729
308,1,3,11,1595.09729
524,1,3,11,1595.09729
596,1,3,11,1595.09729
740,1,3,11,1595.09729
7961,8,9,13,1595.09729
8681,8,9,13,1595.09729
8969,8,9,13,1595.09729
9041,8,9,13,1595.09729
3434,4,6,12,1595.098022
3962,4,6,12,1595.098022
3974,4,6,12,1595.098022
4358,4,6,12,1595.098022
11738,11,6,12,1595.098022
11846,11,6,12,1595.098022
10349,10,11,14,1595.098389
10445,10,11,14,1595.098389
10709,10,11,14,1595.098389
10781,10,11,14,1595.098389
10997,10,11,14,1595.098389
11093,10,11,14,1595.098389
11213,10,11,14,1595.098389
11309,10,11,14,1595.098389
2342,3,6,12,1595.099487
2666,3,6,12,1595.099487
3002,3,6,12,1595.099487
3098,3,6,12,1595.099487
3110,3,6,12,1595.099487
3206,3,6,12,1595.099487
3386,3,6,12,1595.099487
6953,7,9,13,1595.099487
7025,7,9,13,1595.099487
7241,7,9,13,1595.099487
7313,7,9,13,1595.099487
7601,7,9,13,1595.099487
7817,7,9,13,1595.099487
10316,10,3,11,1595.099487
10532,10,3,11,1595.099487
10892,10,3,11,1595.099487
10964,10,3,11,1595.099487
11108,10,3,11,1595.099487
1370,2,6,12,1595.10083
1478,2,6,12,1595.10083
1706,2,6,12,1595.10083
2234,2,6,12,1595.10083
5873,6,9,13,1595.101563
6089,6,9,13,1595.101563
6377,6,9,13,1595.101563
6665,6,9,13,1595.101563
6737,6,9,13,1595.101563
9269,9,11,14,1595.101563
9485,9,11,14,1595.101563
10013,9,11,14,1595.101563
12635,12,13,15,1595.101563
13067,12,13,15,1595.101563
13355,12,13,15,1595.101563
13499,12,13,15,1595.101563
410,1,6,12,1595.102295
506,1,6,12,1595.102295
518,1,6,12,1595.102295
614,1,6,12,1595.102295
938,1,6,12,1595.102295
4721,5,9,13,1595.103638
5009,5,9,13,1595.103638
5225,5,9,13,1595.103638
5657,5,9,13,1595.103638
8117,8,11,14,1595.104614
8405,8,11,14,1595.104614
8501,8,11,14,1595.104614
8621,8,11,14,1595.104614
8717,8,11,14,1595.104614
9053,8,11,14,1595.104614
3497,4,9,13,1595.105591
3785,4,9,13,1595.105591
4073,4,9,13,1595.105591
4145,4,9,13,1595.105591
4361,4,9,13,1595.105591
4433,4,9,13,1595.105591
11540,11,3,11,1595.105835
11828,11,3,11,1595.105835
11972,11,3,11,1595.105835
12044,11,3,11,1595.105835
12260,11,3,11,1595.105835
12404,11,3,11,1595.105835
12506,12,6,12,1595.105835
12602,12,6,12,1595.105835
12710,12,6,12,1595.105835
13034,12,6,12,1595.105835
13370,12,6,12,1595.105835
13466,12,6,12,1595.105835
13478,12,6,12,1595.105835
13574,12,6,12,1595.105835
13649,13,9,13,1595.105835
13865,13,9,13,1595.105835
14153,13,9,13,1595.105835
14441,13,9,13,1595.105835
14513,13,9,13,1595.105835
14729,13,9,13,1595.105835
15197,14,11,14,1595.105835
15317,14,11,14,1595.105835
15533,14,11,14,1595.105835
15629,14,11,14,1595.105835
15947,15,13,15,1595.105835
16091,15,13,15,1595.105835
16307,15,13,15,1595.105835
16523,15,13,15,1595.105835
16811,15,13,15,1595.105835
16955,15,13,15,1595.105835
2417,3,9,13,1595.107422
2633,3,9,13,1595.107422
3209,3,9,13,1595.107422
3281,3,9,13,1595.107422
3353,3,9,13,1595.107422
6893,7,11,14,1595.107422
7325,7,11,14,1595.107422
7541,7,11,14,1595.107422
7757,7,11,14,1595.107422
7853,7,11,14,1595.107422
11339,11,13,15,1595.107422
11627,11,13,15,1595.107422
12059,11,13,15,1595.107422
12203,11,13,15,1595.107422
12275,11,13,15,1595.107422
1193,2,9,13,1595.109131
1481,2,9,13,1595.109131
1769,2,9,13,1595.109131
1841,2,9,13,1595.109131
2129,2,9,13,1595.109131
2201,2,9,13,1595.109131
5813,6,11,14,1595.109985
6029,6,11,14,1595.109985
6125,6,11,14,1595.109985
6173,6,11,14,1595.109985
6557,6,11,14,1595.109985
6773,6,11,14,1595.109985
41,1,9,13,1595.11084
689,1,9,13,1595.11084
905,1,9,13,1595.11084
4829,5,11,14,1595.112305
4877,5,11,14,1595.112305
4949,5,11,14,1595.112305
5165,5,11,14,1595.112305
5261,5,11,14,1595.112305
5597,5,11,14,1595.112305
10331,10,13,15,1595.112305
10475,10,13,15,1595.112305
10763,10,13,15,1595.112305
10907,10,13,15,1595.112305
11123,10,13,15,1595.112305
3437,4,11,14,1595.11438
3533,4,11,14,1595.11438
3869,4,11,14,1595.11438
4085,4,11,14,1595.11438
4301,4,11,14,1595.11438
2285,3,11,14,1595.116333
2357,3,11,14,1595.116333
2573,3,11,14,1595.116333
2669,3,11,14,1595.116333
2933,3,11,14,1595.116333
3317,3,11,14,1595.116333
9179,9,13,15,1595.116333
9395,9,13,15,1595.116333
9611,9,13,15,1595.116333
9899,9,13,15,1595.116333
10043,9,13,15,1595.116333
12692,12,3,11,1595.117554
12836,12,3,11,1595.117554
13124,12,3,11,1595.117554
13268,12,3,11,1595.117554
13556,12,3,11,1595.117554
1373,2,11,14,1595.118042
1493,2,11,14,1595.118042
1589,2,11,14,1595.118042
1709,2,11,14,1595.118042
2141,2,11,14,1595.118042
77,1,11,14,1595.119629
413,1,11,14,1595.119629
629,1,11,14,1595.119629
725,1,11,14,1595.119629
845,1,11,14,1595.119629
941,1,11,14,1595.119629
8171,8,13,15,1595.119629
8603,8,13,15,1595.119629
8747,8,13,15,1595.119629
8819,8,13,15,1595.119629
9035,8,13,15,1595.119629
6875,7,13,15,1595.122437
7019,7,13,15,1595.122437
7091,7,13,15,1595.122437
7451,7,13,15,1595.122437
7667,7,13,15,1595.122437
7739,7,13,15,1595.122437
7883,7,13,15,1595.122437
13754,13,6,12,1595.123413
14330,13,6,12,1595.123413
14342,13,6,12,1595.123413
14438,13,6,12,1595.123413
14726,13,6,12,1595.123413
14801,14,9,13,1595.123413
14873,14,9,13,1595.123413
15017,14,9,13,1595.123413
15089,14,9,13,1595.123413
15593,14,9,13,1595.123413
5723,6,13,15,1595.124756
5939,6,13,15,1595.124756
6155,6,13,15,1595.124756
6443,6,13,15,1595.124756
6587,6,13,15,1595.124756
5147,5,13,15,1595.126709
5291,5,13,15,1595.126709
5579,5,13,15,1595.126709
3563,4,13,15,1595.12854
3851,4,13,15,1595.12854
3995,4,13,15,1595.12854
4211,4,13,15,1595.12854
4283,4,13,15,1595.12854
4427,4,13,15,1595.12854
2483,3,13,15,1595.130005
2699,3,13,15,1595.130005
2987,3,13,15,1595.130005
3131,3,13,15,1595.130005
1259,2,13,15,1595.131348
1691,2,13,15,1595.131348
1835,2,13,15,1595.131348
1907,2,13,15,1595.131348
2123,2,13,15,1595.131348
2267,2,13,15,1595.131348
107,1,13,15,1595.132568
179,1,13,15,1595.132568
395,1,13,15,1595.132568
539,1,13,15,1595.132568
755,1,13,15,1595.132568
971,1,13,15,1595.132568
13988,13,3,11,1595.139893
14132,13,3,11,1595.139893
14348,13,3,11,1595.139893
14420,13,3,11,1595.139893
15965,15,11,14,1595.139893
16181,15,11,14,1595.139893
16397,15,11,14,1595.139893
16493,15,11,14,1595.139893
16541,15,11,14,1595.139893
16925,15,11,14,1595.139893
14762,14,6,12,1595.147339
15098,14,6,12,1595.147339
15194,14,6,12,1595.147339
15302,14,6,12,1595.147339
14996,14,3,11,1595.16687
15284,14,3,11,1595.16687
15428,14,3,11,1595.16687
15500,14,3,11,1595.16687
15716,14,3,11,1595.16687
15860,14,3,11,1595.16687
16025,15,9,13,1595.16687
16241,15,9,13,1595.16687
16457,15,9,13,1595.16687
16745,15,9,13,1595.16687
16817,15,9,13,1595.16687
15962,15,6,12,1595.195679
16058,15,6,12,1595.195679
16070,15,6,12,1595.195679
16166,15,6,12,1595.195679
16490,15,6,12,1595.195679
16922,15,6,12,1595.195679
16934,15,6,12,1595.195679
16148,15,3,11,1595.215454
16292,15,3,11,1595.215454
16580,15,3,11,1595.215454
16724,15,3,11,1595.215454
149,1,10,13,1601.999878
185,1,10,13,1601.999878
293,1,10,13,1601.999878
473,1,10,13,1601.999878
581,1,10,13,1601.999878
869,1,10,13,1601.999878
1157,2,10,13,1602.00061
1337,2,10,13,1602.00061
1445,2,10,13,1602.00061
2309,3,10,13,1602.001465
2453,3,10,13,1602.001465
2489,3,10,13,1602.001465
2777,3,10,13,1602.001465
3065,3,10,13,1602.001465
3173,3,10,13,1602.001465
3461,4,10,13,1602.002319
3605,4,10,13,1602.002319
3749,4,10,13,1602.002319
3929,4,10,13,1602.002319
4037,4,10,13,1602.002319
4325,4,10,13,1602.002319
4757,5,10,13,1602.003418
4793,5,10,13,1602.003418
4901,5,10,13,1602.003418
5081,5,10,13,1602.003418
5369,5,10,13,1602.003418
5765,6,10,13,1602.004639
6053,6,10,13,1602.004639
6341,6,10,13,1602.004639
6521,6,10,13,1602.004639
6629,6,10,13,1602.004639
7061,7,10,13,1602.005981
7385,7,10,13,1602.005981
7493,7,10,13,1602.005981
7673,7,10,13,1602.005981
146,1,5,11,1602.00769
434,1,5,11,1602.00769
650,1,5,11,1602.00769
866,1,5,11,1602.00769
1010,1,5,11,1602.00769
8069,8,10,13,1602.00769
8249,8,10,13,1602.00769
8357,8,10,13,1602.00769
8645,8,10,13,1602.00769
8789,8,10,13,1602.00769
8933,8,10,13,1602.00769
1226,2,5,11,1602.008667
1298,2,5,11,1602.008667
1874,2,5,11,1602.008667
2162,2,5,11,1602.008667
2378,3,5,11,1602.009766
2594,3,5,11,1602.009766
2738,3,5,11,1602.009766
2954,3,5,11,1602.009766
3026,3,5,11,1602.009766
3170,3,5,11,1602.009766
3242,3,5,11,1602.009766
9113,9,10,13,1602.009766
9221,9,10,13,1602.009766
9977,9,10,13,1602.009766
10085,9,10,13,1602.009766
3602,4,5,11,1602.010864
3890,4,5,11,1602.010864
4106,4,5,11,1602.010864
4322,4,5,11,1602.010864
4466,4,5,11,1602.010864
4682,5,5,11,1602.012207
4754,5,5,11,1602.012207
4898,5,5,11,1602.012207
5618,5,5,11,1602.012207
10517,10,10,13,1602.012207
10553,10,10,13,1602.012207
10841,10,10,13,1602.012207
10949,10,10,13,1602.012207
11237,10,10,13,1602.012207
5834,6,5,11,1602.013672
6050,6,5,11,1602.013672
6194,6,5,11,1602.013672
6410,6,5,11,1602.013672
6482,6,5,11,1602.013672
6626,6,5,11,1602.013672
6698,6,5,11,1602.013672
7058,7,5,11,1602.015381
7346,7,5,11,1602.015381
7562,7,5,11,1602.015381
7778,7,5,11,1602.015381
11525,11,10,13,1602.015381
11705,11,10,13,1602.015381
11813,11,10,13,1602.015381
12101,11,10,13,1602.015381
8138,8,5,11,1602.017334
8210,8,5,11,1602.017334
8354,8,5,11,1602.017334
8786,8,5,11,1602.017334
9002,8,5,11,1602.017334
9074,9,5,11,1602.019653
9290,9,5,11,1602.019653
9506,9,5,11,1602.019653
9650,9,5,11,1602.019653
9938,9,5,11,1602.019653
10082,9,5,11,1602.019653
12677,12,10,13,1602.019653
12821,12,10,13,1602.019653
12857,12,10,13,1602.019653
13145,12,10,13,1602.019653
13433,12,10,13,1602.019653
13541,12,10,13,1602.019653
10514,10,5,11,1602.022339
10802,10,5,11,1602.022339
11018,10,5,11,1602.022339
11234,10,5,11,1602.022339
11378,11,5,11,1602.025635
11594,11,5,11,1602.025635
11666,11,5,11,1602.025635
11810,11,5,11,1602.025635
12242,11,5,11,1602.025635
12458,11,5,11,1602.025635
13829,13,10,13,1602.025635
13973,13,10,13,1602.025635
14117,13,10,13,1602.025635
14297,13,10,13,1602.025635
14405,13,10,13,1602.025635
12530,12,5,11,1602.029785
12746,12,5,11,1602.029785
12962,12,5,11,1602.029785
13322,12,5,11,1602.029785
13394,12,5,11,1602.029785
13538,12,5,11,1602.029785
15125,14,10,13,1602.031494
15161,14,10,13,1602.031494
15269,14,10,13,1602.031494
15449,14,10,13,1602.031494
15737,14,10,13,1602.031494
13610,13,5,11,1602.035278
13970,13,5,11,1602.035278
14258,13,5,11,1602.035278
14474,13,5,11,1602.035278
14690,13,5,11,1602.035278
14834,14,5,11,1602.040405
15122,14,5,11,1602.040405
15266,14,5,11,1602.040405
16133,15,10,13,1602.040405
16421,15,10,13,1602.040405
16709,15,10,13,1602.040405
16889,15,10,13,1602.040405
16997,15,10,13,1602.040405
15914,15,5,11,1602.048096
15986,15,5,11,1602.048096
16202,15,5,11,1602.048096
16562,15,5,11,1602.048096
16778,15,5,11,1602.048096
16850,15,5,11,1602.048096
52,1,3,10,1610.401245
268,1,3,10,1610.401245
484,1,3,10,1610.401245
916,1,3,10,1610.401245
1204,2,3,10,1610.402222
1348,2,3,10,1610.402222
1420,2,3,10,1610.402222
1636,2,3,10,1610.402222
1780,2,3,10,1610.402222
2068,2,3,10,1610.402222
2212,2,3,10,1610.402222
2500,3,3,10,1610.40332
2644,3,3,10,1610.40332
3148,3,3,10,1610.40332
3364,3,3,10,1610.40332
3508,4,3,10,1610.404541
3724,4,3,10,1610.404541
3796,4,3,10,1610.404541
3940,4,3,10,1610.404541
4372,4,3,10,1610.404541
4660,5,3,10,1610.406006
4804,5,3,10,1610.406006
5092,5,3,10,1610.406006
5236,5,3,10,1610.406006
5452,5,3,10,1610.406006
5524,5,3,10,1610.406006
5668,6,3,10,1610.407471
5956,6,3,10,1610.407471
6100,6,3,10,1610.407471
6388,6,3,10,1610.407471
6964,7,3,10,1610.40918
7180,7,3,10,1610.40918
7252,7,3,10,1610.40918
7396,7,3,10,1610.40918
7828,7,3,10,1610.40918
8332,8,3,10,1610.411255
8548,8,3,10,1610.411255
8692,8,3,10,1610.411255
8980,8,3,10,1610.411255
9124,9,3,10,1610.413574
9412,9,3,10,1610.413574
9556,9,3,10,1610.413574
9844,9,3,10,1610.413574
10060,9,3,10,1610.413574
10276,10,3,10,1610.41626
10420,10,3,10,1610.41626
10636,10,3,10,1610.41626
10852,10,3,10,1610.41626
11284,10,3,10,1610.41626
11572,11,3,10,1610.419556
11716,11,3,10,1610.419556
11788,11,3,10,1610.419556
12148,11,3,10,1610.419556
12364,11,3,10,1610.419556
12436,11,3,10,1610.419556
12580,12,3,10,1610.423584
12868,12,3,10,1610.423584
13012,12,3,10,1610.423584
13300,12,3,10,1610.423584
13516,12,3,10,1610.423584
13732,13,3,10,1610.428955
13876,13,3,10,1610.428955
14092,13,3,10,1610.428955
14164,13,3,10,1610.428955
14308,13,3,10,1610.428955
14740,14,3,10,1610.43396
15028,14,3,10,1610.43396
15172,14,3,10,1610.43396
15244,14,3,10,1610.43396
15460,14,3,10,1610.43396
15604,14,3,10,1610.43396
16036,15,3,10,1610.441162
16324,15,3,10,1610.441162
16468,15,3,10,1610.441162
16756,15,3,10,1610.441162
16972,15,3,10,1610.441162
641,1,8,12,1616.271484
734,1,8,12,1616.271484
830,1,8,12,1616.271484
1118,1,8,12,1616.271484
1505,2,8,12,1616.272339
1694,2,8,12,1616.272339
2030,2,8,12,1616.272339
2273,3,8,12,1616.273315
2369,3,8,12,1616.273315
2462,3,8,12,1616.273315
2558,3,8,12,1616.273315
2657,3,8,12,1616.273315
3233,3,8,12,1616.273315
3326,3,8,12,1616.273315
3422,4,8,12,1616.274414
4001,4,8,12,1616.274414
