Evaluation Data,,,,,,
Evaluation Index,Label 1,Label 2,Label 3,Label 4,Label 5,Response 1
566,3,3,5,2,5,1753.327515
881,5,3,5,2,5,1753.327515
986,5,2,5,2,5,1753.327515
495,3,5,1,1,4,1758.75708
165,1,4,1,1,4,1758.757202
270,2,3,1,1,4,1758.757324
585,3,3,1,1,4,1758.757324
705,4,3,1,1,4,1758.757324
810,5,2,1,1,4,1758.757324
900,5,1,1,1,4,1758.757446
75,1,5,2,1,4,1758.758423
375,2,5,2,1,4,1758.758423
865,5,3,2,1,4,1758.758545
460,3,2,2,1,4,1758.758667
480,3,1,2,1,4,1758.758667
550,3,2,2,1,4,1758.758667
600,3,1,2,1,4,1758.758667
235,2,5,3,1,4,1758.759766
655,4,5,3,1,4,1758.759766
985,5,4,3,1,4,1758.759766
355,2,4,3,1,4,1758.759888
130,1,2,3,1,4,1758.76001
250,2,2,3,1,4,1758.76001
340,2,1,3,1,4,1758.76001
760,4,1,3,1,4,1758.76001
5,1,4,4,1,4,1758.761353
25,1,3,4,1,4,1758.761353
110,1,3,4,1,4,1758.761353
425,3,3,4,1,4,1758.761353
515,3,4,4,1,4,1758.761353
565,3,4,4,1,4,1758.761353
830,5,3,4,1,4,1758.761353
410,3,2,4,1,4,1758.761475
740,4,1,4,1,4,1758.761475
970,5,2,4,1,4,1758.761475
95,1,5,5,1,4,1758.762939
215,2,5,5,1,4,1758.762939
725,4,4,5,1,4,1758.762939
845,5,4,5,1,4,1758.762939
305,2,3,5,1,4,1758.763062
320,2,1,5,1,4,1758.763062
620,4,2,5,1,4,1758.763062
950,5,3,5,1,4,1758.763062
27,1,5,1,3,5,1773.964111
327,2,5,1,3,5,1773.964111
867,5,4,1,3,5,1773.964111
342,2,3,1,3,5,1773.964233
657,4,3,1,3,5,1773.964233
972,5,2,1,3,5,1773.964233
432,3,1,1,3,5,1773.964355
552,3,1,1,3,5,1773.964355
447,3,5,2,3,5,1773.96521
237,2,4,2,3,5,1773.965332
307,2,4,2,3,5,1773.965332
537,3,3,2,3,5,1773.965454
622,4,3,2,3,5,1773.965454
762,4,2,2,3,5,1773.965454
132,1,1,2,3,5,1773.965576
517,3,4,3,3,5,1773.966675
817,5,3,3,3,5,1773.966675
937,5,3,3,3,5,1773.966675
97,1,3,3,3,5,1773.966797
202,2,2,3,3,5,1773.966797
292,2,1,3,3,5,1773.966797
412,3,2,3,3,5,1773.966797
832,5,1,3,3,5,1773.966797
922,5,2,3,3,5,1773.966797
587,3,5,4,3,5,1773.968018
727,4,5,4,3,5,1773.968018
47,1,5,4,3,5,1773.96814
167,1,5,4,3,5,1773.96814
187,1,5,4,3,5,1773.96814
677,4,4,4,3,5,1773.96814
272,2,1,4,3,5,1773.968262
572,3,2,4,3,5,1773.968262
902,5,2,4,3,5,1773.968262
377,2,4,5,3,5,1773.969727
797,4,4,5,3,5,1773.969727
62,1,3,5,3,5,1773.969849
482,3,2,5,3,5,1773.969849
692,4,1,5,3,5,1773.969849
782,4,3,5,3,5,1773.969849
711,4,5,1,2,4,1777.94043
291,2,4,1,2,4,1777.940552
606,4,3,1,2,4,1777.940552
921,5,4,1,2,4,1777.940552
81,1,3,1,2,4,1777.940674
201,2,3,1,2,4,1777.940674
306,2,2,1,2,4,1777.940674
516,3,1,1,2,4,1777.940674
936,5,1,1,2,4,1777.940674
271,2,5,2,2,4,1777.94165
411,3,5,2,2,4,1777.94165
501,3,4,2,2,4,1777.941772
901,5,4,2,2,4,1777.941772
186,1,2,2,2,4,1777.941895
361,2,3,2,2,4,1777.941895
676,4,1,2,2,4,1777.941895
816,5,1,2,2,4,1777.941895
571,3,5,3,2,4,1777.942993
991,5,5,3,2,4,1777.942993
61,1,4,3,2,4,1777.943115
46,1,3,3,2,4,1777.943237
166,1,2,3,2,4,1777.943237
256,2,1,3,2,4,1777.943237
466,3,2,3,2,4,1777.943237
796,4,2,3,2,4,1777.943237
691,4,5,4,2,4,1777.944458
551,3,5,4,2,4,1777.94458
761,4,4,4,2,4,1777.94458
781,4,4,4,2,4,1777.94458
326,2,2,4,2,4,1777.944702
376,2,1,4,2,4,1777.944702
956,5,2,4,2,4,1777.944702
431,3,5,5,2,4,1777.946167
851,5,4,5,2,4,1777.946167
26,1,2,5,2,4,1777.946289
221,2,4,5,2,4,1777.946289
446,3,3,5,2,4,1777.946289
656,4,1,5,2,4,1777.946289
116,1,1,5,2,4,1777.946411
536,3,1,5,2,4,1777.946411
255,2,5,1,1,3,1781.309814
795,4,5,1,1,3,1781.309814
975,5,5,1,1,3,1781.309814
45,1,4,1,1,3,1781.309937
675,4,4,1,1,3,1781.309937
570,3,2,1,1,3,1781.310059
990,5,3,1,1,3,1781.310059
360,2,1,1,1,3,1781.310181
885,5,4,2,1,3,1781.311157
150,1,3,2,1,3,1781.311279
325,2,4,2,1,3,1781.311279
465,3,3,2,1,3,1781.311279
10,1,2,2,1,3,1781.311401
60,1,2,2,1,3,1781.311401
240,2,1,2,1,3,1781.311401
690,4,2,2,1,3,1781.311401
730,4,2,2,1,3,1781.311401
780,4,1,2,1,3,1781.311401
115,1,5,3,1,3,1781.3125
535,3,5,3,1,3,1781.3125
955,5,5,3,1,3,1781.3125
445,3,4,3,1,3,1781.312622
625,4,3,3,1,3,1781.312622
745,4,3,3,1,3,1781.312622
220,2,2,3,1,3,1781.312744
640,4,1,3,1,3,1781.312744
850,5,2,3,1,3,1781.312744
815,5,5,4,1,3,1781.313965
605,4,4,4,1,3,1781.314087
200,1,1,4,1,3,1781.314209
290,2,2,4,1,3,1781.314209
430,3,3,4,1,3,1781.314209
920,5,1,4,1,3,1781.314209
395,2,5,5,1,3,1781.315674
935,5,5,5,1,3,1781.315674
185,1,4,5,1,3,1781.315796
485,3,4,5,1,3,1781.315796
710,4,2,5,1,3,1781.315796
80,1,1,5,1,3,1781.315918
500,3,1,5,1,3,1781.315918
243,2,5,1,4,5,1796.758545
363,2,5,1,4,5,1796.758545
783,4,5,1,4,5,1796.758545
873,5,3,1,4,5,1796.758667
993,5,3,1,4,5,1796.758667
48,1,1,1,4,5,1796.758789
138,1,2,1,4,5,1796.758789
153,1,3,1,4,5,1796.758789
468,3,1,1,4,5,1796.758789
678,4,2,1,4,5,1796.758789
523,3,5,2,4,5,1796.759766
118,1,3,2,4,5,1796.759888
433,3,3,2,4,5,1796.759888
573,3,4,2,4,5,1796.759888
978,5,2,2,4,5,1796.759888
258,2,2,2,4,5,1796.76001
888,5,1,2,4,5,1796.76001
13,1,4,3,4,5,1796.761108
223,2,5,3,4,5,1796.761108
643,4,4,3,4,5,1796.761108
733,4,4,3,4,5,1796.761108
328,2,1,3,4,5,1796.76123
628,4,1,3,4,5,1796.76123
748,4,2,3,4,5,1796.76123
958,5,3,3,4,5,1796.76123
923,5,5,4,4,5,1796.762451
83,1,4,4,4,5,1796.762573
853,5,4,4,4,5,1796.762573
398,2,3,4,4,5,1796.762695
488,3,1,4,4,5,1796.762695
538,3,2,4,4,5,1796.762695
713,4,3,4,4,5,1796.762695
293,2,4,5,4,5,1796.76416
383,2,5,5,4,5,1796.76416
503,3,5,5,4,5,1796.76416
188,1,2,5,4,5,1796.764282
278,2,3,5,4,5,1796.764282
608,4,1,5,4,5,1796.764282
818,5,2,5,4,5,1796.764282
207,2,5,1,3,4,1798.950562
747,4,5,1,3,4,1798.950562
117,1,4,1,3,4,1798.950684
957,5,4,1,3,4,1798.950684
417,3,3,1,3,4,1798.950806
522,3,2,1,3,4,1798.950806
732,4,2,1,3,4,1798.950806
12,1,1,1,3,4,1798.950928
487,3,5,2,3,4,1798.951782
627,4,5,2,3,4,1798.951782
942,5,3,2,3,4,1798.951904
82,1,2,2,3,4,1798.952026
172,1,2,2,3,4,1798.952026
222,2,3,2,3,4,1798.952026
312,2,1,2,3,4,1798.952026
642,4,2,2,3,4,1798.952026
852,5,1,2,3,4,1798.952026
607,4,5,3,3,4,1798.953125
67,1,4,3,3,4,1798.953247
277,2,4,3,3,4,1798.953247
397,2,4,3,3,4,1798.953247
502,3,3,3,3,4,1798.953247
382,2,3,3,3,4,1798.953369
712,4,1,3,3,4,1798.953369
802,5,2,3,3,4,1798.953369
767,4,5,4,3,4,1798.95459
907,5,5,4,3,4,1798.95459
977,5,3,4,3,4,1798.954712
32,1,1,4,3,4,1798.954834
137,1,3,4,3,4,1798.954834
362,2,2,4,3,4,1798.954834
992,5,1,4,3,4,1798.954834
467,3,4,5,3,4,1798.956299
557,3,4,5,3,4,1798.956299
887,5,5,5,3,4,1798.956299
152,1,1,5,3,4,1798.956421
242,2,2,5,3,4,1798.956421
257,2,3,5,3,4,1798.956421
662,4,3,5,3,4,1798.956421
872,5,1,5,3,4,1798.956421
171,1,5,1,2,3,1800.793335
381,2,4,1,2,3,1800.793457
486,3,3,1,2,3,1800.793579
801,5,3,1,2,3,1800.793579
66,1,2,1,2,3,1800.793701
396,2,1,1,2,3,1800.793701
591,3,5,2,2,3,1800.794678
681,4,3,2,2,3,1800.7948
766,4,3,2,2,3,1800.7948
906,5,2,2,2,3,1800.7948
136,1,1,2,2,3,1800.794922
276,2,1,2,2,3,1800.794922
696,4,1,2,2,3,1800.794922
31,1,5,3,2,3,1800.796021
331,2,5,3,2,3,1800.796021
871,5,5,3,2,3,1800.796021
451,3,4,3,2,3,1800.796143
661,4,4,3,2,3,1800.796143
886,5,3,3,2,3,1800.796143
346,2,2,3,2,3,1800.796265
436,3,1,3,2,3,1800.796265
976,5,1,3,2,3,1800.796265
11,1,5,4,2,3,1800.797485
151,1,5,4,2,3,1800.797485
191,1,5,4,2,3,1800.797485
731,4,5,4,2,3,1800.797485
101,1,4,4,2,3,1800.797607
641,4,3,4,2,3,1800.797607
241,2,3,4,2,3,1800.797729
416,3,1,4,2,3,1800.797729
556,3,2,4,2,3,1800.797729
311,2,5,5,2,3,1800.799194
941,5,4,5,2,3,1800.799194
206,2,3,5,2,3,1800.799316
521,3,3,5,2,3,1800.799316
626,4,2,5,2,3,1800.799316
746,4,2,5,2,3,1800.799316
836,5,1,5,2,3,1800.799316
926,5,3,5,2,3,1800.799316
135,1,5,1,1,2,1802.364258
435,3,5,1,1,2,1802.364258
855,5,5,1,1,2,1802.364258
345,2,4,1,1,2,1802.36438
765,4,4,1,1,2,1802.36438
30,1,3,1,1,2,1802.364502
225,2,3,1,1,2,1802.364502
450,3,2,1,1,2,1802.364502
120,1,1,1,1,2,1802.364624
660,4,1,1,1,2,1802.364624
415,3,5,2,1,2,1802.365601
555,3,5,2,1,2,1802.365601
190,1,3,2,1,2,1802.365723
870,5,3,2,1,2,1802.365723
330,2,2,2,1,2,1802.365845
820,5,1,2,1,2,1802.365845
960,5,1,2,1,2,1802.365845
715,4,5,3,1,2,1802.366943
85,1,4,3,1,2,1802.367065
925,5,4,3,1,2,1802.367065
100,1,1,3,1,2,1802.367188
310,2,3,3,1,2,1802.367188
520,3,1,3,1,2,1802.367188
940,5,2,3,1,2,1802.367188
205,2,4,4,1,2,1802.36853
275,2,4,4,1,2,1802.36853
695,4,5,4,1,2,1802.36853
835,5,4,4,1,2,1802.36853
65,1,3,4,1,2,1802.368652
380,2,2,4,1,2,1802.368652
470,3,3,4,1,2,1802.368652
610,4,2,4,1,2,1802.368652
575,3,5,5,1,2,1802.370117
365,2,4,5,1,2,1802.370239
905,5,3,5,1,2,1802.370239
995,5,4,5,1,2,1802.370239
170,1,2,5,1,2,1802.370361
590,3,3,5,1,2,1802.370361
680,4,1,5,1,2,1802.370361
800,4,1,5,1,2,1802.370361
279,2,5,1,5,5,1822.057617
579,3,4,1,5,5,1822.057739
909,5,4,1,5,5,1822.057739
174,1,3,1,5,5,1822.057861
489,3,3,1,5,5,1822.057861
594,3,2,1,5,5,1822.057861
684,4,2,1,5,5,1822.057861
699,4,5,2,5,5,1822.058838
69,1,4,2,5,5,1822.05896
334,2,3,2,5,5,1822.05896
474,3,2,2,5,5,1822.05896
874,5,2,2,5,5,1822.05896
244,2,1,2,5,5,1822.059082
384,2,1,2,5,5,1822.059082
804,5,1,2,5,5,1822.059082
963,5,4,1,4,4,1822.059082
333,2,4,1,4,4,1822.059204
558,3,3,1,4,4,1822.059204
18,1,2,1,4,4,1822.059326
228,2,1,1,4,4,1822.059326
648,4,1,1,4,4,1822.059326
768,4,1,1,4,4,1822.059326
139,1,5,3,5,5,1822.060181
229,2,4,3,5,5,1822.060181
439,3,5,3,5,5,1822.060181
559,3,5,3,5,5,1822.060181
979,5,4,3,5,5,1822.060181
34,1,2,3,5,5,1822.060303
123,1,5,2,4,4,1822.060303
454,3,2,3,5,5,1822.060303
663,4,5,2,4,4,1822.060303
769,4,3,3,5,5,1822.060303
927,5,5,1,3,3,1822.060303
964,5,1,3,5,5,1822.060303
33,1,3,2,4,4,1822.060425
438,3,3,2,4,4,1822.060425
453,3,4,2,4,4,1822.060425
507,3,5,1,3,3,1822.060425
753,4,3,2,4,4,1822.060425
837,5,4,1,3,3,1822.060425
838,5,2,2,4,4,1822.060425
858,5,2,2,4,4,1822.060425
297,2,3,1,3,3,1822.060547
348,2,2,2,4,4,1822.060547
387,2,4,1,3,3,1822.060547
822,5,3,1,3,3,1822.060547
928,5,1,2,4,4,1822.060547
102,1,2,1,3,3,1822.060669
192,1,1,1,3,3,1822.060669
282,2,2,1,3,3,1822.060669
612,4,1,1,3,3,1822.060669
839,5,5,4,5,5,1822.061523
87,1,5,2,3,3,1822.061646
103,1,5,3,4,4,1822.061646
209,2,3,4,5,5,1822.061646
349,2,4,4,5,5,1822.061646
471,3,5,1,2,2,1822.061646
613,4,4,3,4,4,1822.061646
734,4,3,4,5,5,1822.061646
823,5,5,3,4,4,1822.061646
891,5,5,1,2,2,1822.061646
929,5,3,4,5,5,1822.061646
193,1,3,3,4,4,1822.061768
194,1,2,4,5,5,1822.061768
261,2,4,1,2,2,1822.061768
418,3,2,3,4,4,1822.061768
508,3,2,3,4,4,1822.061768
524,3,1,4,5,5,1822.061768
577,3,3,2,3,3,1822.061768
664,4,1,4,5,5,1822.061768
717,4,4,2,3,3,1822.061768
88,1,1,3,4,4,1822.06189
208,2,1,3,4,4,1822.06189
402,3,2,2,3,3,1822.06189
576,3,1,1,2,2,1822.06189
666,4,2,1,2,2,1822.06189
786,4,2,1,2,2,1822.06189
876,5,2,1,2,2,1822.06189
892,5,2,2,3,3,1822.06189
36,1,1,1,2,2,1822.062012
315,2,5,1,1,1,1822.062744
525,3,4,1,1,1,1822.062866
51,1,4,2,2,2,1822.062988
141,1,4,2,2,2,1822.062988
541,3,4,2,2,2,1822.062988
630,4,3,1,1,1,1822.062988
750,4,3,1,1,1,1822.062988
771,4,4,2,2,2,1822.062988
945,5,3,1,1,1,1822.062988
142,1,3,3,3,3,1822.06311
156,1,2,2,2,2,1822.06311
157,1,4,3,3,3,1822.06311
263,2,5,4,4,4,1822.06311
313,2,4,4,4,4,1822.06311
366,2,3,2,2,2,1822.06311
540,3,2,1,1,1,1822.06311
561,3,3,2,2,2,1822.06311
697,4,4,3,3,3,1822.06311
787,4,4,3,3,3,1822.06311
803,5,4,4,4,4,1822.06311
840,5,1,1,1,1,1822.06311
877,5,4,3,3,3,1822.06311
893,5,4,4,4,4,1822.06311
943,5,5,4,4,4,1822.06311
996,5,1,2,2,2,1822.06311
89,1,4,5,5,5,1822.063232
173,1,4,4,4,4,1822.063232
262,2,2,3,3,3,1822.063232
419,3,4,5,5,5,1822.063232
472,3,1,3,3,3,1822.063232
578,3,2,4,4,4,1822.063232
629,4,4,5,5,5,1822.063232
682,4,2,3,3,3,1822.063232
718,4,3,4,4,4,1822.063232
824,5,1,5,5,5,1822.063232
944,5,1,5,5,5,1822.063232
104,1,1,5,5,5,1822.063354
314,2,2,5,5,5,1822.063354
15,1,5,2,1,1,1822.064087
735,4,5,2,1,1,1822.064087
595,3,4,2,1,1,1822.064209
631,4,5,3,2,2,1822.064209
645,4,4,2,1,1,1822.064209
751,4,5,3,2,2,1822.064209
105,1,3,2,1,1,1822.064331
210,2,2,2,1,1,1822.064331
121,1,4,3,2,2,1822.064453
226,2,2,3,2,2,1822.064453
280,2,1,2,1,1,1822.064453
316,2,2,3,2,2,1822.064453
367,2,5,4,3,3,1822.064453
420,3,1,2,1,1,1822.064453
526,3,3,3,2,2,1822.064453
16,1,1,3,2,2,1822.064575
227,2,4,4,3,3,1822.064575
437,3,4,4,3,3,1822.064575
542,3,3,4,3,3,1822.064575
856,5,1,3,2,2,1822.064575
857,5,4,4,3,3,1822.064575
997,5,4,4,3,3,1822.064575
52,1,1,4,3,3,1822.064697
452,3,1,4,3,3,1822.064697
592,3,1,4,3,3,1822.064697
632,4,1,4,3,3,1822.064697
683,4,5,5,4,4,1822.064697
158,1,3,5,4,4,1822.064819
473,3,4,5,4,4,1822.064819
593,3,3,5,4,4,1822.064819
698,4,2,5,4,4,1822.064819
908,5,1,5,4,4,1822.064819
998,5,3,5,4,4,1822.064819
68,1,1,5,4,4,1822.064941
368,2,1,5,4,4,1822.064941
175,1,5,3,1,1,1822.065552
505,3,4,3,1,1,1822.065552
805,5,4,3,1,1,1822.065552
385,2,3,3,1,1,1822.065674
490,3,2,3,1,1,1822.065674
910,5,3,3,1,1,1822.065674
400,2,1,3,1,1,1822.065796
911,5,5,4,2,2,1822.065796
86,1,3,4,2,2,1822.065918
281,2,3,4,2,2,1822.065918
421,3,4,4,2,2,1822.065918
821,5,4,4,2,2,1822.065918
961,5,3,4,2,2,1822.065918
506,3,2,4,2,2,1822.06604
646,4,2,4,2,2,1822.06604
347,2,5,5,3,3,1822.066162
647,4,5,5,3,3,1822.066162
17,1,3,5,3,3,1822.066284
122,1,2,5,3,3,1822.066284
332,2,1,5,3,3,1822.066284
752,4,1,5,3,3,1822.066284
962,5,2,5,3,3,1822.066284
155,1,5,4,1,1,1822.067017
295,2,5,4,1,1,1822.067017
875,5,5,4,1,1,1822.067017
245,2,4,4,1,1,1822.067139
785,4,3,4,1,1,1822.067139
70,1,2,4,1,1,1822.067261
560,3,1,4,1,1,1822.067261
700,4,2,4,1,1,1822.067261
71,1,5,5,2,2,1822.067505
611,4,4,5,2,2,1822.067505
386,2,2,5,2,2,1822.067627
401,3,3,5,2,2,1822.067627
716,4,2,5,2,2,1822.067627
806,5,2,5,2,2,1822.067627
176,1,1,5,2,2,1822.067749
296,2,1,5,2,2,1822.067749
455,3,5,5,1,1,1822.068726
35,1,4,5,1,1,1822.068848
350,2,3,5,1,1,1822.068848
665,4,3,5,1,1,1822.068848
770,4,2,5,1,1,1822.068848
890,5,2,5,1,1,1822.068848
50,1,2,5,1,1,1822.06897
140,1,1,5,1,1,1822.06897
260,2,1,5,1,1,1822.06897
980,5,1,5,1,1,1822.06897
266,2,2,5,2,1,1868.242188
476,3,2,5,2,1,1868.242188
161,1,3,5,2,1,1868.24231
581,3,4,5,2,1,1868.24231
701,4,4,5,2,1,1868.24231
791,4,5,5,2,1,1868.24231
56,1,1,4,2,1,1868.242798
596,3,1,4,2,1,1868.242798
896,5,1,4,2,1,1868.242798
106,1,2,4,2,1,1868.24292
686,4,3,4,2,1,1868.24292
371,2,5,4,2,1,1868.243042
491,3,5,4,2,1,1868.243042
511,3,5,4,2,1,1868.243042
616,4,1,3,2,1,1868.243286
736,4,1,3,2,1,1868.243286
196,1,1,3,2,1,1868.243408
721,4,3,3,2,1,1868.243408
826,5,2,3,2,1,1868.243408
841,5,3,3,2,1,1868.243408
931,5,4,3,2,1,1868.243408
211,2,4,3,2,1,1868.24353
301,2,4,3,2,1,1868.24353
456,3,1,2,2,1,1868.243774
946,5,2,2,2,1,1868.243774
966,5,2,2,2,1,1868.243774
1,1,3,2,2,1,1868.243896
406,3,3,2,2,1,1868.243896
546,3,2,2,2,1,1868.243896
861,5,4,2,2,1,1868.243896
231,2,5,2,2,1,1868.244019
91,1,5,2,2,1,1868.244141
336,2,1,1,2,1,1868.244263
756,4,1,1,2,1,1868.244263
21,1,4,1,2,1,1868.244385
126,1,3,1,2,1,1868.244385
246,2,3,1,2,1,1868.244385
441,3,4,1,2,1,1868.244385
651,4,5,1,2,1,1868.244385
981,5,4,1,2,1,1868.244385
351,2,5,1,2,1,1868.244507
212,2,1,5,3,2,1874.328125
422,3,2,5,3,2,1874.328125
512,3,1,5,3,2,1874.328125
617,4,3,5,3,2,1874.328125
737,4,3,5,3,2,1874.328125
107,1,5,5,3,2,1874.328247
527,3,5,5,3,2,1874.328247
827,5,5,5,3,2,1874.328247
772,4,1,4,3,2,1874.328613
842,5,2,4,3,2,1874.328613
2,1,2,4,3,2,1874.328735
92,1,2,4,3,2,1874.328735
232,2,1,4,3,2,1874.328735
457,3,3,4,3,2,1874.328735
722,4,2,4,3,2,1874.328735
862,5,3,4,3,2,1874.328735
317,2,4,4,3,2,1874.328857
947,5,5,4,3,2,1874.328857
652,4,1,3,3,2,1874.329102
337,2,3,3,3,2,1874.329224
562,3,2,3,3,2,1874.329224
22,1,3,3,3,2,1874.329346
667,4,5,3,3,2,1874.329346
967,5,5,3,3,2,1874.329346
127,1,5,3,3,2,1874.329468
247,2,5,3,3,2,1874.329468
352,2,1,2,3,2,1874.32959
372,2,1,2,3,2,1874.32959
177,1,3,2,3,2,1874.329712
492,3,2,2,3,2,1874.329712
582,3,2,2,3,2,1874.329712
757,4,4,2,3,2,1874.329712
982,5,3,2,3,2,1874.329712
37,1,4,2,3,2,1874.329834
267,2,5,2,3,2,1874.329834
807,5,5,2,3,2,1874.329834
912,5,1,1,3,2,1874.329956
72,1,1,1,3,2,1874.330078
702,4,3,1,3,2,1874.330078
477,3,4,1,3,2,1874.3302
597,3,4,1,3,2,1874.3302
788,4,1,5,4,3,1881.488892
968,5,1,5,4,3,1881.488892
338,2,2,5,4,3,1881.489014
458,3,2,5,4,3,1881.489014
563,3,4,5,4,3,1881.489014
773,4,4,5,4,3,1881.489014
878,5,3,5,4,3,1881.489014
53,1,4,5,4,3,1881.489136
143,1,5,5,4,3,1881.489136
38,1,2,4,4,3,1881.489502
178,1,2,4,4,3,1881.489502
248,2,1,4,4,3,1881.489502
668,4,2,4,4,3,1881.489502
808,5,1,4,4,3,1881.489502
353,2,3,4,4,3,1881.489624
403,3,4,4,4,3,1881.489624
983,5,5,4,4,3,1881.489624
388,2,1,3,4,3,1881.48999
598,3,3,3,4,3,1881.48999
913,5,3,3,4,3,1881.48999
73,1,3,3,4,3,1881.490112
493,3,4,3,4,3,1881.490112
583,3,5,3,4,3,1881.490112
283,2,5,3,4,3,1881.490234
528,3,1,2,4,3,1881.490356
213,2,4,2,4,3,1881.490479
298,2,2,2,4,3,1881.490479
318,2,3,2,4,3,1881.490479
843,5,5,2,4,3,1881.490479
703,4,5,2,4,3,1881.490601
738,4,2,1,4,3,1881.490723
828,5,2,1,4,3,1881.490723
948,5,1,1,4,3,1881.490723
108,1,2,1,4,3,1881.490845
633,4,4,1,4,3,1881.490845
3,1,4,1,4,3,1881.490967
93,1,4,1,4,3,1881.490967
423,3,5,1,4,3,1881.490967
543,3,5,1,4,3,1881.490967
404,3,1,5,5,4,1890.037231
914,5,2,5,5,4,1890.037231
284,2,2,5,5,4,1890.037354
509,3,4,5,5,4,1890.037354
809,5,3,5,5,4,1890.037354
179,1,5,5,5,4,1890.037476
719,4,5,5,5,4,1890.037476
74,1,2,4,5,4,1890.037842
124,1,2,4,5,4,1890.037842
214,2,3,4,5,4,1890.037842
529,3,3,4,5,4,1890.037842
614,4,2,4,5,4,1890.037842
704,4,1,4,5,4,1890.037842
754,4,2,4,5,4,1890.037842
299,2,5,4,5,4,1890.037964
389,2,4,4,5,4,1890.037964
599,3,5,4,5,4,1890.037964
424,3,1,3,5,4,1890.038208
544,3,1,3,5,4,1890.038208
634,4,2,3,5,4,1890.038208
844,5,1,3,5,4,1890.038208
859,5,5,3,5,4,1890.03833
949,5,4,3,5,4,1890.03833
19,1,4,3,5,4,1890.038452
319,2,5,3,5,4,1890.038452
564,3,1,2,5,4,1890.038574
649,4,3,2,5,4,1890.038696
789,4,4,2,5,4,1890.038696
159,1,5,2,5,4,1890.038818
879,5,5,2,5,4,1890.038818
144,1,1,1,5,4,1890.03894
264,2,1,1,5,4,1890.03894
774,4,2,1,5,4,1890.03894
894,5,3,1,5,4,1890.03894
54,1,3,1,5,4,1890.039063
369,2,3,1,5,4,1890.039063
669,4,4,1,5,4,1890.039063
999,5,5,1,5,4,1890.039063
39,1,5,1,5,4,1890.039185
459,3,5,1,5,4,1890.039185
932,5,1,5,3,1,1951.284668
302,2,3,5,3,1,1951.28479
392,2,1,5,3,1,1951.28479
602,4,2,5,3,1,1951.28479
707,4,4,5,3,1,1951.28479
917,5,4,5,3,1,1951.28479
77,1,4,5,3,1,1951.284912
197,1,4,5,3,1,1951.284912
287,2,5,5,3,1,1951.284912
812,5,2,4,3,1,1951.285278
182,1,3,4,3,1,1951.2854
322,2,2,4,3,1,1951.2854
