Evaluation Data,,,,
Evaluation Index,Label 1,Label 2,Label 3,Response 1
6128,5,1,8,1649.688354
6152,5,1,8,1649.688354
6200,5,1,8,1649.688354
6272,6,1,8,1649.690063
6344,6,1,8,1649.690063
6416,6,1,8,1649.690063
6488,6,1,8,1649.690063
6560,6,1,8,1649.690063
6632,6,1,8,1649.690063
6704,6,1,8,1649.690063
6776,6,1,8,1649.690063
6800,6,1,8,1649.690063
6848,6,1,8,1649.690063
6920,6,1,8,1649.690063
6992,6,1,8,1649.690063
7064,6,1,8,1649.690063
7136,6,1,8,1649.690063
7208,6,1,8,1649.690063
7280,6,1,8,1649.690063
7352,6,1,8,1649.690063
7424,6,1,8,1649.690063
7448,6,1,8,1649.690063
7496,6,1,8,1649.690063
7568,7,1,8,1649.691772
7640,7,1,8,1649.691772
7712,7,1,8,1649.691772
7784,7,1,8,1649.691772
7856,7,1,8,1649.691772
7928,7,1,8,1649.691772
8000,7,1,8,1649.691772
8072,7,1,8,1649.691772
8096,7,1,8,1649.691772
8144,7,1,8,1649.691772
8216,7,1,8,1649.691772
8288,7,1,8,1649.691772
8360,7,1,8,1649.691772
8432,7,1,8,1649.691772
8504,7,1,8,1649.691772
8576,7,1,8,1649.691772
8648,7,1,8,1649.691772
8720,7,1,8,1649.691772
8744,7,1,8,1649.691772
8792,8,1,8,1649.693848
8864,8,1,8,1649.693848
8936,8,1,8,1649.693848
9008,8,1,8,1649.693848
9080,8,1,8,1649.693848
9152,8,1,8,1649.693848
9224,8,1,8,1649.693848
9296,8,1,8,1649.693848
9368,8,1,8,1649.693848
9392,8,1,8,1649.693848
9440,8,1,8,1649.693848
9512,8,1,8,1649.693848
9584,8,1,8,1649.693848
9656,8,1,8,1649.693848
9728,8,1,8,1649.693848
9800,8,1,8,1649.693848
9872,8,1,8,1649.693848
9944,8,1,8,1649.693848
44,1,2,8,1666.475708
116,1,2,8,1666.475708
188,1,2,8,1666.475708
260,1,2,8,1666.475708
332,1,2,8,1666.475708
404,1,2,8,1666.475708
476,1,2,8,1666.475708
548,1,2,8,1666.475708
620,1,2,8,1666.475708
644,1,2,8,1666.475708
692,1,2,8,1666.475708
764,1,2,8,1666.475708
836,1,2,8,1666.475708
908,1,2,8,1666.475708
980,1,2,8,1666.475708
1052,1,2,8,1666.475708
1124,1,2,8,1666.475708
1196,1,2,8,1666.475708
1268,2,2,8,1666.476807
1292,2,2,8,1666.476807
1340,2,2,8,1666.476807
1412,2,2,8,1666.476807
1484,2,2,8,1666.476807
1556,2,2,8,1666.476807
1628,2,2,8,1666.476807
1700,2,2,8,1666.476807
1772,2,2,8,1666.476807
1844,2,2,8,1666.476807
1916,2,2,8,1666.476807
1940,2,2,8,1666.476807
1988,2,2,8,1666.476807
2060,2,2,8,1666.476807
2132,2,2,8,1666.476807
2156,2,2,8,1666.476807
2204,2,2,8,1666.476807
2276,2,2,8,1666.476807
2348,2,2,8,1666.476807
2420,2,2,8,1666.476807
2492,2,2,8,1666.476807
2564,3,2,8,1666.477905
2588,3,2,8,1666.477905
2636,3,2,8,1666.477905
2708,3,2,8,1666.477905
2780,3,2,8,1666.477905
2852,3,2,8,1666.477905
2924,3,2,8,1666.477905
2996,3,2,8,1666.477905
3068,3,2,8,1666.477905
3140,3,2,8,1666.477905
3212,3,2,8,1666.477905
3236,3,2,8,1666.477905
3284,3,2,8,1666.477905
3356,3,2,8,1666.477905
3428,3,2,8,1666.477905
3500,3,2,8,1666.477905
3572,3,2,8,1666.477905
3644,3,2,8,1666.477905
3716,3,2,8,1666.477905
3788,4,2,8,1666.479248
3860,4,2,8,1666.479248
3884,4,2,8,1666.479248
3932,4,2,8,1666.479248
4004,4,2,8,1666.479248
4076,4,2,8,1666.479248
4148,4,2,8,1666.479248
4220,4,2,8,1666.479248
4292,4,2,8,1666.479248
4364,4,2,8,1666.479248
4436,4,2,8,1666.479248
4508,4,2,8,1666.479248
4532,4,2,8,1666.479248
4580,4,2,8,1666.479248
4652,4,2,8,1666.479248
4724,4,2,8,1666.479248
4796,4,2,8,1666.479248
4868,4,2,8,1666.479248
4940,4,2,8,1666.479248
5012,5,2,8,1666.480713
5084,5,2,8,1666.480713
5156,5,2,8,1666.480713
5180,5,2,8,1666.480713
5228,5,2,8,1666.480713
5300,5,2,8,1666.480713
5372,5,2,8,1666.480713
5444,5,2,8,1666.480713
5516,5,2,8,1666.480713
5588,5,2,8,1666.480713
5660,5,2,8,1666.480713
5732,5,2,8,1666.480713
5804,5,2,8,1666.480713
5828,5,2,8,1666.480713
5876,5,2,8,1666.480713
5948,5,2,8,1666.480713
6020,5,2,8,1666.480713
6092,5,2,8,1666.480713
6164,5,2,8,1666.480713
6236,5,2,8,1666.480713
6308,6,2,8,1666.4823
6380,6,2,8,1666.4823
6452,6,2,8,1666.4823
6476,6,2,8,1666.4823
6524,6,2,8,1666.4823
6596,6,2,8,1666.4823
6668,6,2,8,1666.4823
6740,6,2,8,1666.4823
6812,6,2,8,1666.4823
6884,6,2,8,1666.4823
6956,6,2,8,1666.4823
7028,6,2,8,1666.4823
7100,6,2,8,1666.4823
7124,6,2,8,1666.4823
7172,6,2,8,1666.4823
7244,6,2,8,1666.4823
7316,6,2,8,1666.4823
7388,6,2,8,1666.4823
7460,6,2,8,1666.4823
7532,7,2,8,1666.484131
7604,7,2,8,1666.484131
7676,7,2,8,1666.484131
7748,7,2,8,1666.484131
7772,7,2,8,1666.484131
7820,7,2,8,1666.484131
7892,7,2,8,1666.484131
7964,7,2,8,1666.484131
7988,7,2,8,1666.484131
8036,7,2,8,1666.484131
8108,7,2,8,1666.484131
8180,7,2,8,1666.484131
8252,7,2,8,1666.484131
8324,7,2,8,1666.484131
8396,7,2,8,1666.484131
8420,7,2,8,1666.484131
8468,7,2,8,1666.484131
8540,7,2,8,1666.484131
8612,7,2,8,1666.484131
8684,7,2,8,1666.484131
8756,8,2,8,1666.486328
8828,8,2,8,1666.486328
8900,8,2,8,1666.486328
8972,8,2,8,1666.486328
9044,8,2,8,1666.486328
9068,8,2,8,1666.486328
9116,8,2,8,1666.486328
9188,8,2,8,1666.486328
9260,8,2,8,1666.486328
9332,8,2,8,1666.486328
9404,8,2,8,1666.486328
9476,8,2,8,1666.486328
9548,8,2,8,1666.486328
9620,8,2,8,1666.486328
9692,8,2,8,1666.486328
9716,8,2,8,1666.486328
9764,8,2,8,1666.486328
9836,8,2,8,1666.486328
9908,8,2,8,1666.486328
9980,8,2,8,1666.486328
32,1,1,7,1680.275513
104,1,1,7,1680.275513
128,1,1,7,1680.275513
176,1,1,7,1680.275513
248,1,1,7,1680.275513
392,1,1,7,1680.275513
464,1,1,7,1680.275513
536,1,1,7,1680.275513
560,1,1,7,1680.275513
608,1,1,7,1680.275513
680,1,1,7,1680.275513
752,1,1,7,1680.275513
776,1,1,7,1680.275513
824,1,1,7,1680.275513
896,1,1,7,1680.275513
1040,1,1,7,1680.275513
1112,1,1,7,1680.275513
1184,1,1,7,1680.275513
1208,1,1,7,1680.275513
1256,2,1,7,1680.276611
1328,2,1,7,1680.276611
1400,2,1,7,1680.276611
1424,2,1,7,1680.276611
1472,2,1,7,1680.276611
1544,2,1,7,1680.276611
1688,2,1,7,1680.276611
1760,2,1,7,1680.276611
1832,2,1,7,1680.276611
1856,2,1,7,1680.276611
1904,2,1,7,1680.276611
1976,2,1,7,1680.276611
2048,2,1,7,1680.276611
2072,2,1,7,1680.276611
2120,2,1,7,1680.276611
2192,2,1,7,1680.276611
2336,2,1,7,1680.276611
2408,2,1,7,1680.276611
2480,2,1,7,1680.276611
2504,3,1,7,1680.277832
2552,3,1,7,1680.277832
2624,3,1,7,1680.277832
2696,3,1,7,1680.277832
2720,3,1,7,1680.277832
2768,3,1,7,1680.277832
2840,3,1,7,1680.277832
2984,3,1,7,1680.277832
3056,3,1,7,1680.277832
3128,3,1,7,1680.277832
3152,3,1,7,1680.277832
3200,3,1,7,1680.277832
3272,3,1,7,1680.277832
3344,3,1,7,1680.277832
3368,3,1,7,1680.277832
3416,3,1,7,1680.277832
3488,3,1,7,1680.277832
3584,3,1,7,1680.277832
3632,3,1,7,1680.277832
3704,3,1,7,1680.277832
3776,4,1,7,1680.279175
3800,4,1,7,1680.279175
3848,4,1,7,1680.279175
3920,4,1,7,1680.279175
3992,4,1,7,1680.279175
4016,4,1,7,1680.279175
4064,4,1,7,1680.279175
4136,4,1,7,1680.279175
4280,4,1,7,1680.279175
4352,4,1,7,1680.279175
4424,4,1,7,1680.279175
4448,4,1,7,1680.279175
4496,4,1,7,1680.279175
4568,4,1,7,1680.279175
4640,4,1,7,1680.279175
4664,4,1,7,1680.279175
4712,4,1,7,1680.279175
4784,4,1,7,1680.279175
4928,4,1,7,1680.279175
5000,4,1,7,1680.279175
5096,5,1,7,1680.28064
5144,5,1,7,1680.28064
5216,5,1,7,1680.28064
5288,5,1,7,1680.28064
5312,5,1,7,1680.28064
5360,5,1,7,1680.28064
5432,5,1,7,1680.28064
5528,5,1,7,1680.28064
5576,5,1,7,1680.28064
5648,5,1,7,1680.28064
5720,5,1,7,1680.28064
5744,5,1,7,1680.28064
5792,5,1,7,1680.28064
5864,5,1,7,1680.28064
5936,5,1,7,1680.28064
5960,5,1,7,1680.28064
6008,5,1,7,1680.28064
6080,5,1,7,1680.28064
6224,5,1,7,1680.28064
6296,6,1,7,1680.282349
6368,6,1,7,1680.282349
6392,6,1,7,1680.282349
6440,6,1,7,1680.282349
6512,6,1,7,1680.282349
6584,6,1,7,1680.282349
6608,6,1,7,1680.282349
6656,6,1,7,1680.282349
6728,6,1,7,1680.282349
6872,6,1,7,1680.282349
6944,6,1,7,1680.282349
7016,6,1,7,1680.282349
7040,6,1,7,1680.282349
7088,6,1,7,1680.282349
7160,6,1,7,1680.282349
7232,6,1,7,1680.282349
7256,6,1,7,1680.282349
7304,6,1,7,1680.282349
7376,6,1,7,1680.282349
7520,7,1,7,1680.28418
7592,7,1,7,1680.28418
7664,7,1,7,1680.28418
7688,7,1,7,1680.28418
7736,7,1,7,1680.28418
7808,7,1,7,1680.28418
7880,7,1,7,1680.28418
7904,7,1,7,1680.28418
7952,7,1,7,1680.28418
8024,7,1,7,1680.28418
8168,7,1,7,1680.28418
8240,7,1,7,1680.28418
8312,7,1,7,1680.28418
8336,7,1,7,1680.28418
8384,7,1,7,1680.28418
8456,7,1,7,1680.28418
8528,7,1,7,1680.28418
8552,7,1,7,1680.28418
8600,7,1,7,1680.28418
8672,7,1,7,1680.28418
8816,8,1,7,1680.286255
8888,8,1,7,1680.286255
8960,8,1,7,1680.286255
8984,8,1,7,1680.286255
9032,8,1,7,1680.286255
9104,8,1,7,1680.286255
9176,8,1,7,1680.286255
9200,8,1,7,1680.286255
9248,8,1,7,1680.286255
9320,8,1,7,1680.286255
9416,8,1,7,1680.286255
9464,8,1,7,1680.286255
9536,8,1,7,1680.286255
9608,8,1,7,1680.286255
9632,8,1,7,1680.286255
9680,8,1,7,1680.286255
9752,8,1,7,1680.286255
9824,8,1,7,1680.286255
9848,8,1,7,1680.286255
9896,8,1,7,1680.286255
9968,8,1,7,1680.286255
26,1,3,8,1685.128662
98,1,3,8,1685.128662
170,1,3,8,1685.128662
242,1,3,8,1685.128662
314,1,3,8,1685.128662
386,1,3,8,1685.128662
458,1,3,8,1685.128662
482,1,3,8,1685.128662
530,1,3,8,1685.128662
602,1,3,8,1685.128662
674,1,3,8,1685.128662
698,1,3,8,1685.128662
746,1,3,8,1685.128662
818,1,3,8,1685.128662
890,1,3,8,1685.128662
962,1,3,8,1685.128662
1034,1,3,8,1685.128662
1106,1,3,8,1685.128662
1130,1,3,8,1685.128662
1178,1,3,8,1685.128662
1250,1,3,8,1685.128662
1322,2,3,8,1685.129761
1394,2,3,8,1685.129761
1466,2,3,8,1685.129761
1538,2,3,8,1685.129761
1610,2,3,8,1685.129761
1682,2,3,8,1685.129761
1754,2,3,8,1685.129761
1778,2,3,8,1685.129761
1826,2,3,8,1685.129761
1898,2,3,8,1685.129761
1970,2,3,8,1685.129761
2042,2,3,8,1685.129761
2114,2,3,8,1685.129761
2186,2,3,8,1685.129761
2258,2,3,8,1685.129761
2330,2,3,8,1685.129761
2402,2,3,8,1685.129761
2426,2,3,8,1685.129761
2474,2,3,8,1685.129761
2546,3,3,8,1685.130859
2618,3,3,8,1685.130859
2690,3,3,8,1685.130859
2762,3,3,8,1685.130859
2834,3,3,8,1685.130859
2906,3,3,8,1685.130859
2978,3,3,8,1685.130859
3050,3,3,8,1685.130859
3074,3,3,8,1685.130859
3122,3,3,8,1685.130859
3194,3,3,8,1685.130859
3266,3,3,8,1685.130859
3338,3,3,8,1685.130859
3410,3,3,8,1685.130859
3482,3,3,8,1685.130859
3554,3,3,8,1685.130859
3626,3,3,8,1685.130859
3698,3,3,8,1685.130859
3722,3,3,8,1685.130859
3770,4,3,8,1685.132202
3842,4,3,8,1685.132202
3914,4,3,8,1685.132202
3986,4,3,8,1685.132202
4058,4,3,8,1685.132202
4130,4,3,8,1685.132202
4202,4,3,8,1685.132202
4274,4,3,8,1685.132202
4346,4,3,8,1685.132202
4370,4,3,8,1685.132202
4418,4,3,8,1685.132202
4490,4,3,8,1685.132202
4562,4,3,8,1685.132202
4634,4,3,8,1685.132202
4706,4,3,8,1685.132202
4778,4,3,8,1685.132202
4850,4,3,8,1685.132202
4922,4,3,8,1685.132202
4994,4,3,8,1685.132202
5018,5,3,8,1685.133667
5066,5,3,8,1685.133667
5138,5,3,8,1685.133667
5210,5,3,8,1685.133667
5282,5,3,8,1685.133667
5354,5,3,8,1685.133667
5426,5,3,8,1685.133667
5498,5,3,8,1685.133667
5570,5,3,8,1685.133667
5642,5,3,8,1685.133667
5666,5,3,8,1685.133667
5714,5,3,8,1685.133667
5786,5,3,8,1685.133667
5858,5,3,8,1685.133667
5930,5,3,8,1685.133667
6002,5,3,8,1685.133667
6074,5,3,8,1685.133667
6146,5,3,8,1685.133667
6218,5,3,8,1685.133667
6290,6,3,8,1685.135376
6314,6,3,8,1685.135376
6362,6,3,8,1685.135376
6434,6,3,8,1685.135376
6506,6,3,8,1685.135376
6530,6,3,8,1685.135376
6578,6,3,8,1685.135376
6650,6,3,8,1685.135376
6722,6,3,8,1685.135376
6794,6,3,8,1685.135376
6866,6,3,8,1685.135376
6938,6,3,8,1685.135376
6962,6,3,8,1685.135376
7010,6,3,8,1685.135376
7082,6,3,8,1685.135376
7154,6,3,8,1685.135376
7226,6,3,8,1685.135376
7298,6,3,8,1685.135376
7370,6,3,8,1685.135376
7442,6,3,8,1685.135376
7514,7,3,8,1685.137207
7586,7,3,8,1685.137207
7610,7,3,8,1685.137207
7658,7,3,8,1685.137207
7730,7,3,8,1685.137207
7802,7,3,8,1685.137207
7874,7,3,8,1685.137207
7946,7,3,8,1685.137207
8018,7,3,8,1685.137207
8090,7,3,8,1685.137207
8162,7,3,8,1685.137207
8234,7,3,8,1685.137207
8258,7,3,8,1685.137207
8306,7,3,8,1685.137207
8378,7,3,8,1685.137207
8450,7,3,8,1685.137207
8522,7,3,8,1685.137207
8594,7,3,8,1685.137207
8666,7,3,8,1685.137207
8738,7,3,8,1685.137207
8810,8,3,8,1685.139282
8882,8,3,8,1685.139282
8906,8,3,8,1685.139282
8954,8,3,8,1685.139282
9026,8,3,8,1685.139282
9098,8,3,8,1685.139282
9170,8,3,8,1685.139282
9242,8,3,8,1685.139282
9314,8,3,8,1685.139282
9386,8,3,8,1685.139282
9458,8,3,8,1685.139282
9530,8,3,8,1685.139282
9554,8,3,8,1685.139282
9602,8,3,8,1685.139282
9674,8,3,8,1685.139282
9746,8,3,8,1685.139282
9818,8,3,8,1685.139282
9890,8,3,8,1685.139282
9962,8,3,8,1685.139282
68,1,2,7,1697.882446
140,1,2,7,1697.882446
212,1,2,7,1697.882446
236,1,2,7,1697.882446
284,1,2,7,1697.882446
356,1,2,7,1697.882446
428,1,2,7,1697.882446
452,1,2,7,1697.882446
500,1,2,7,1697.882446
572,1,2,7,1697.882446
668,1,2,7,1697.882446
716,1,2,7,1697.882446
788,1,2,7,1697.882446
860,1,2,7,1697.882446
884,1,2,7,1697.882446
932,1,2,7,1697.882446
1004,1,2,7,1697.882446
1076,1,2,7,1697.882446
1100,1,2,7,1697.882446
1148,1,2,7,1697.882446
1220,1,2,7,1697.882446
1364,2,2,7,1697.883545
1436,2,2,7,1697.883545
1508,2,2,7,1697.883545
1532,2,2,7,1697.883545
1580,2,2,7,1697.883545
1652,2,2,7,1697.883545
1724,2,2,7,1697.883545
1748,2,2,7,1697.883545
1796,2,2,7,1697.883545
1868,2,2,7,1697.883545
2012,2,2,7,1697.883545
2084,2,2,7,1697.883545
2180,2,2,7,1697.883545
2228,2,2,7,1697.883545
2300,2,2,7,1697.883545
2372,2,2,7,1697.883545
2396,2,2,7,1697.883545
2444,2,2,7,1697.883545
2516,3,2,7,1697.884766
2612,3,2,7,1697.884766
2660,3,2,7,1697.884766
2732,3,2,7,1697.884766
2804,3,2,7,1697.884766
2828,3,2,7,1697.884766
2876,3,2,7,1697.884766
2948,3,2,7,1697.884766
3020,3,2,7,1697.884766
3044,3,2,7,1697.884766
3092,3,2,7,1697.884766
3164,3,2,7,1697.884766
3308,3,2,7,1697.884766
3380,3,2,7,1697.884766
3452,3,2,7,1697.884766
3476,3,2,7,1697.884766
3524,3,2,7,1697.884766
3596,3,2,7,1697.884766
3668,3,2,7,1697.884766
3692,3,2,7,1697.884766
3740,3,2,7,1697.884766
3812,4,2,7,1697.886108
3956,4,2,7,1697.886108
4028,4,2,7,1697.886108
4100,4,2,7,1697.886108
4124,4,2,7,1697.886108
4172,4,2,7,1697.886108
4244,4,2,7,1697.886108
4316,4,2,7,1697.886108
4340,4,2,7,1697.886108
4388,4,2,7,1697.886108
4460,4,2,7,1697.886108
4604,4,2,7,1697.886108
4676,4,2,7,1697.886108
4748,4,2,7,1697.886108
4772,4,2,7,1697.886108
4820,4,2,7,1697.886108
4892,4,2,7,1697.886108
4964,4,2,7,1697.886108
4988,4,2,7,1697.886108
5036,5,2,7,1697.887573
5108,5,2,7,1697.887573
5252,5,2,7,1697.887573
5324,5,2,7,1697.887573
5396,5,2,7,1697.887573
5420,5,2,7,1697.887573
5468,5,2,7,1697.887573
5540,5,2,7,1697.887573
5612,5,2,7,1697.887573
5636,5,2,7,1697.887573
5684,5,2,7,1697.887573
5756,5,2,7,1697.887573
5900,5,2,7,1697.887573
5972,5,2,7,1697.887573
6044,5,2,7,1697.887573
6068,5,2,7,1697.887573
6116,5,2,7,1697.887573
6188,5,2,7,1697.887573
6260,6,2,7,1697.889282
6284,6,2,7,1697.889282
6332,6,2,7,1697.889282
6404,6,2,7,1697.889282
6500,6,2,7,1697.889282
6548,6,2,7,1697.889282
6620,6,2,7,1697.889282
6692,6,2,7,1697.889282
6716,6,2,7,1697.889282
6764,6,2,7,1697.889282
6836,6,2,7,1697.889282
6908,6,2,7,1697.889282
6932,6,2,7,1697.889282
6980,6,2,7,1697.889282
7052,6,2,7,1697.889282
7196,6,2,7,1697.889282
7268,6,2,7,1697.889282
7340,6,2,7,1697.889282
7364,6,2,7,1697.889282
7412,6,2,7,1697.889282
7484,6,2,7,1697.889282
7556,7,2,7,1697.891113
7580,7,2,7,1697.891113
7628,7,2,7,1697.891113
7700,7,2,7,1697.891113
7844,7,2,7,1697.891113
7916,7,2,7,1697.891113
8012,7,2,7,1697.891113
8060,7,2,7,1697.891113
8132,7,2,7,1697.891113
8204,7,2,7,1697.891113
8228,7,2,7,1697.891113
8276,7,2,7,1697.891113
8348,7,2,7,1697.891113
8444,7,2,7,1697.891113
8492,7,2,7,1697.891113
8564,7,2,7,1697.891113
8636,7,2,7,1697.891113
8660,7,2,7,1697.891113
8708,7,2,7,1697.891113
8780,8,2,7,1697.893311
8852,8,2,7,1697.893311
8876,8,2,7,1697.893311
8924,8,2,7,1697.893311
8996,8,2,7,1697.893311
9140,8,2,7,1697.893311
9212,8,2,7,1697.893311
9284,8,2,7,1697.893311
9308,8,2,7,1697.893311
9356,8,2,7,1697.893311
9428,8,2,7,1697.893311
9500,8,2,7,1697.893311
9524,8,2,7,1697.893311
9572,8,2,7,1697.893311
9644,8,2,7,1697.893311
9788,8,2,7,1697.893311
9860,8,2,7,1697.893311
9932,8,2,7,1697.893311
9956,8,2,7,1697.893311
62,1,4,8,1705.984985
134,1,4,8,1705.984985
158,1,4,8,1705.984985
206,1,4,8,1705.984985
278,1,4,8,1705.984985
350,1,4,8,1705.984985
422,1,4,8,1705.984985
494,1,4,8,1705.984985
566,1,4,8,1705.984985
638,1,4,8,1705.984985
710,1,4,8,1705.984985
782,1,4,8,1705.984985
806,1,4,8,1705.984985
854,1,4,8,1705.984985
926,1,4,8,1705.984985
998,1,4,8,1705.984985
1070,1,4,8,1705.984985
1142,1,4,8,1705.984985
1214,1,4,8,1705.984985
1286,2,4,8,1705.985962
1358,2,4,8,1705.985962
1430,2,4,8,1705.985962
1454,2,4,8,1705.985962
1502,2,4,8,1705.985962
1574,2,4,8,1705.985962
1646,2,4,8,1705.985962
1718,2,4,8,1705.985962
1790,2,4,8,1705.985962
1862,2,4,8,1705.985962
1934,2,4,8,1705.985962
2006,2,4,8,1705.985962
2078,2,4,8,1705.985962
2102,2,4,8,1705.985962
2150,2,4,8,1705.985962
2222,2,4,8,1705.985962
2294,2,4,8,1705.985962
2366,2,4,8,1705.985962
2438,2,4,8,1705.985962
2510,3,4,8,1705.987183
2582,3,4,8,1705.987183
2654,3,4,8,1705.987183
2726,3,4,8,1705.987183
2750,3,4,8,1705.987183
2798,3,4,8,1705.987183
2870,3,4,8,1705.987183
2942,3,4,8,1705.987183
3014,3,4,8,1705.987183
3086,3,4,8,1705.987183
3158,3,4,8,1705.987183
3230,3,4,8,1705.987183
3302,3,4,8,1705.987183
3374,3,4,8,1705.987183
3398,3,4,8,1705.987183
3446,3,4,8,1705.987183
3518,3,4,8,1705.987183
3590,3,4,8,1705.987183
3614,3,4,8,1705.987183
3662,3,4,8,1705.987183
3734,3,4,8,1705.987183
3806,4,4,8,1705.988525
3878,4,4,8,1705.988525
3950,4,4,8,1705.988525
4022,4,4,8,1705.988525
4046,4,4,8,1705.988525
4094,4,4,8,1705.988525
4166,4,4,8,1705.988525
4238,4,4,8,1705.988525
4310,4,4,8,1705.988525
4382,4,4,8,1705.988525
4454,4,4,8,1705.988525
4526,4,4,8,1705.988525
4598,4,4,8,1705.988525
4670,4,4,8,1705.988525
4694,4,4,8,1705.988525
4742,4,4,8,1705.988525
4814,4,4,8,1705.988525
4886,4,4,8,1705.988525
4958,4,4,8,1705.988525
5030,5,4,8,1705.98999
5102,5,4,8,1705.98999
5174,5,4,8,1705.98999
5246,5,4,8,1705.98999
5318,5,4,8,1705.98999
5342,5,4,8,1705.98999
5390,5,4,8,1705.98999
5462,5,4,8,1705.98999
5534,5,4,8,1705.98999
5606,5,4,8,1705.98999
5678,5,4,8,1705.98999
5750,5,4,8,1705.98999
5822,5,4,8,1705.98999
5894,5,4,8,1705.98999
5966,5,4,8,1705.98999
5990,5,4,8,1705.98999
6038,5,4,8,1705.98999
6110,5,4,8,1705.98999
6182,5,4,8,1705.98999
6254,6,4,8,1705.991577
6326,6,4,8,1705.991577
6398,6,4,8,1705.991577
6470,6,4,8,1705.991577
6542,6,4,8,1705.991577
6614,6,4,8,1705.991577
6638,6,4,8,1705.991577
6686,6,4,8,1705.991577
6758,6,4,8,1705.991577
6830,6,4,8,1705.991577
6902,6,4,8,1705.991577
6974,6,4,8,1705.991577
7046,6,4,8,1705.991577
7118,6,4,8,1705.991577
7190,6,4,8,1705.991577
7262,6,4,8,1705.991577
7286,6,4,8,1705.991577
7334,6,4,8,1705.991577
7406,6,4,8,1705.991577
7478,6,4,8,1705.991577
7550,7,4,8,1705.99353
7622,7,4,8,1705.99353
7694,7,4,8,1705.99353
7766,7,4,8,1705.99353
7838,7,4,8,1705.99353
7910,7,4,8,1705.99353
7934,7,4,8,1705.99353
7982,7,4,8,1705.99353
8054,7,4,8,1705.99353
8126,7,4,8,1705.99353
8198,7,4,8,1705.99353
8270,7,4,8,1705.99353
8342,7,4,8,1705.99353
8414,7,4,8,1705.99353
8486,7,4,8,1705.99353
8558,7,4,8,1705.99353
8582,7,4,8,1705.99353
8630,7,4,8,1705.99353
8702,7,4,8,1705.99353
8774,8,4,8,1705.995605
8846,8,4,8,1705.995605
8918,8,4,8,1705.995605
8990,8,4,8,1705.995605
9062,8,4,8,1705.995605
9134,8,4,8,1705.995605
9206,8,4,8,1705.995605
9230,8,4,8,1705.995605
9278,8,4,8,1705.995605
9350,8,4,8,1705.995605
9422,8,4,8,1705.995605
9446,8,4,8,1705.995605
9494,8,4,8,1705.995605
9566,8,4,8,1705.995605
9638,8,4,8,1705.995605
9710,8,4,8,1705.995605
9782,8,4,8,1705.995605
9854,8,4,8,1705.995605
